AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Gesture
-1072,-5892,18548,-1325,11,-188,1
-1096,-5396,18800,-1245,204,-48,1
-768,-5520,18660,-642,-944,468,1
-736,-5456,18748,-647,-1071,641,1
-544,-5516,18744,-683,-1216,705,1
-244,-5696,18600,-730,-1332,621,1
-8,-5832,18528,-723,-1315,410,1
104,-5740,18356,-646,-1188,122,1
112,-5496,18484,-614,-1006,10,1
80,-5452,18244,-623,-781,110,1
-80,-5416,18388,-613,-647,211,1
-352,-5160,18156,-614,-594,360,1
1220,-6004,18840,-990,-44,-1456,1
1156,-5884,18888,-985,-137,-1488,1
996,-5932,18628,-1094,-466,-1719,1
1208,-5848,18612,-1300,-830,-2078,1
1348,-5796,18616,-1651,-1027,-2535,1
1456,-5748,18332,-1570,-1244,-2869,1
1480,-5560,18208,-1774,-1176,-3182,1
1416,-5412,18196,-1930,-920,-3319,1
1412,-5504,18172,-1978,-617,-3348,1
1512,-5704,18504,-1933,-209,-3186,1
1636,-6116,18672,-1575,-1218,-2986,1
1660,-6048,18640,-1476,-1248,-3044,1
1712,-6060,18688,-1400,-1177,-2988,1
1796,-6020,18556,-1331,-996,-2718,1
2056,-6048,18280,-1162,-698,-2457,1
2184,-6068,18156,-1052,-395,-2248,1
2024,-5976,18116,-994,-193,-2146,1
2044,-5704,18480,-1114,-166,-2217,1
1964,-5920,18604,-1162,-424,-2148,1
2236,-6032,18620,-1182,-593,-2125,1
2328,-6180,18540,-1014,1781,-3230,1
2096,-6080,18560,-854,1720,-3286,1
2020,-5976,18420,-868,1537,-3272,1
2168,-5912,18196,-877,1557,-3481,1
2076,-5732,18152,-936,1726,-3553,1
2008,-5744,18248,-944,1910,-3528,1
1912,-5520,18528,-992,1992,-3464,1
1716,-5812,18508,-947,1973,-3420,1
1500,-5668,18384,-937,1913,-3347,1
1340,-5796,18464,-950,1749,-3291,1
1452,-5808,18568,-817,1149,-2707,1
1484,-5712,18632,-836,1114,-2669,1
1692,-5848,18520,-831,1119,-2704,1
1616,-5944,18684,-793,1112,-2826,1
1548,-5760,18708,-809,1060,-2922,1
1528,-5660,18540,-849,957,-2886,1
1504,-5712,18728,-826,919,-2882,1
1492,-5820,18616,-807,824,-2773,1
1524,-5728,18364,-824,780,-2737,1
1768,-5712,18488,-868,832,-2776,1
1704,-5688,18556,-600,1332,-2949,1
1668,-5624,18308,-630,1238,-2912,1
1624,-5584,18268,-708,1165,-2859,1
1788,-5448,18284,-711,1062,-2804,1
1844,-5404,18132,-854,1072,-2876,1
2084,-5628,18196,-967,1154,-3031,1
2036,-5708,18120,-1055,1202,-3205,1
1964,-5748,18232,-1062,1318,-3358,1
1968,-5804,18400,-1044,1564,-3556,1
1760,-5800,18696,-917,1814,-3496,1
1696,-5696,18608,-727,1171,-2841,1
1800,-5740,18404,-674,1275,-2800,1
1940,-5644,18124,-780,1396,-3013,1
1896,-5396,18088,-829,1628,-3152,1
1744,-5336,18108,-853,1870,-3105,1
1524,-5160,18432,-862,2174,-2986,1
1352,-5220,18560,-820,2356,-2773,1
1224,-5336,18748,-781,2442,-2581,1
940,-5416,18840,-650,2342,-2469,1
1204,-5744,18712,-544,2245,-2490,1
1664,-5532,18316,-1304,1264,-3081,1
1460,-5676,18416,-1240,1304,-3334,1
1276,-5448,18548,-1255,1236,-3424,1
1228,-5560,18512,-1216,1263,-3434,1
1284,-5504,18560,-1151,1354,-3341,1
1260,-5272,18532,-1140,1412,-3286,1
1308,-5312,18392,-1256,1372,-3285,1
1496,-5372,18324,-1358,1387,-3473,1
1400,-5384,18140,-1500,1419,-3690,1
1264,-5540,18292,-1532,1439,-3697,1
1228,-5588,18688,-1471,1239,-4025,1
1268,-5772,18792,-1457,1359,-3943,1
1268,-5868,18932,-1330,1514,-3868,1
1344,-5828,18852,-1165,1707,-3754,1
1184,-5892,18764,-1108,1861,-3676,1
1088,-5600,18656,-1160,1901,-3736,1
904,-5540,18544,-1363,1729,-3952,1
716,-5620,18944,-1487,1404,-4118,1
712,-5756,19080,-1532,1130,-4238,1
688,-5728,19276,-1412,902,-4261,1
360,-5688,18860,-1293,374,-3958,1
588,-5688,18880,-1195,292,-3976,1
504,-5820,19004,-1057,184,-3899,1
532,-5648,19072,-977,-11,-3783,1
804,-5632,18940,-894,-81,-3625,1
1148,-5648,18768,-766,71,-3497,1
1352,-5576,18640,-700,322,-3314,1
1404,-5552,18508,-667,479,-3197,1
1252,-5372,18488,-669,573,-3133,1
1052,-5448,18292,-730,450,-3144,1
1156,-5356,18472,-734,1216,-3107,1
1140,-5512,18548,-747,1169,-2970,1
1296,-5472,18576,-734,1208,-2901,1
1500,-5600,18320,-684,1210,-2915,1
1408,-5480,18384,-622,1341,-2904,1
1524,-5564,18276,-629,1457,-2916,1
1260,-5472,18340,-598,1564,-2972,1
1284,-5220,18380,-595,1624,-2975,1
1064,-5160,18504,-568,1740,-2869,1
1048,-5148,18736,-551,1746,-2743,1
500,-4984,18684,-444,2066,-2170,1
544,-4888,18416,-547,1993,-2215,1
536,-5072,18592,-686,1805,-2279,1
496,-5240,18676,-680,1692,-2313,1
732,-5232,18664,-645,1742,-2324,1
732,-5316,18684,-491,1812,-2350,1
576,-5024,18592,-472,1838,-2331,1
360,-5116,18704,-525,1623,-2275,1
156,-5052,18636,-747,1129,-2436,1
432,-4968,18464,-972,792,-2698,1
1016,-5560,18504,-896,852,-2094,1
952,-5340,18564,-817,1044,-2260,1
552,-5124,18676,-901,994,-2473,1
336,-4988,18676,-949,696,-2547,1
372,-4756,18632,-1135,452,-2460,1
596,-5000,18780,-1166,304,-2310,1
772,-5240,18600,-1210,227,-2392,1
1320,-5356,18540,-1141,374,-2508,1
1588,-5472,18580,-987,773,-2643,1
1656,-5460,18256,-831,1385,-2713,1
588,-5284,18544,-1247,751,-2926,1
880,-5144,18428,-1296,829,-3009,1
740,-5092,18164,-1349,962,-2952,1
688,-5156,18056,-1412,1154,-2906,1
440,-5264,18260,-1424,1268,-2895,1
180,-5144,18348,-1500,1284,-2893,1
72,-5152,18608,-1511,1163,-2816,1
12,-5244,18564,-1574,1117,-2739,1
124,-5228,18496,-1567,1189,-2701,1
132,-5496,18500,-1476,1330,-2653,1
-572,-5452,18860,-1205,1418,-1720,1
-868,-5272,18824,-1146,1528,-1640,1
-872,-5172,18948,-1114,1499,-1550,1
-968,-5060,19024,-1112,1375,-1345,1
-952,-5112,19036,-1090,1169,-1228,1
-900,-5052,18956,-1166,1012,-1316,1
-1060,-5164,18972,-1208,701,-1364,1
-996,-5340,18980,-1167,513,-1300,1
-688,-5280,18924,-1037,636,-1076,1
-728,-5196,18876,-915,818,-810,1
1016,-4212,18728,-1034,-21,-345,1
828,-4364,18744,-1043,178,-325,1
760,-4300,19108,-1037,276,-332,1
432,-4392,19092,-1013,282,-319,1
276,-4188,19104,-981,113,-249,1
312,-4332,19148,-980,-114,-137,1
524,-4228,18952,-1031,-401,-198,1
640,-4420,18988,-1063,-411,-259,1
712,-4244,18944,-1054,-335,-236,1
776,-4340,18976,-1010,-215,-140,1
400,-4132,18952,-1066,-272,-158,1
388,-4024,18844,-1161,-483,-189,1
600,-4268,18968,-1292,-849,-215,1
928,-4420,18816,-1444,-1077,-300,1
1096,-4696,18896,-1589,-1229,-466,1
1380,-4860,18992,-1600,-1434,-695,1
1760,-4844,19040,-1598,-1432,-940,1
2020,-4836,19164,-1599,-1335,-1122,1
2032,-4836,19168,-1457,-1129,-1206,1
2036,-5152,19312,-1263,-847,-1292,1
2008,-4804,18712,-1417,-1037,-2449,1
2036,-4952,18720,-1591,-1215,-2732,1
2264,-5012,18912,-1618,-1226,-2906,1
2284,-5068,18712,-1558,-1051,-2960,1
2360,-5012,18772,-1462,-683,-2938,1
2452,-4968,18500,-1333,-296,-2861,1
2184,-4868,18476,-1384,16,-2828,1
2132,-4916,18480,-1436,129,-2855,1
2184,-5048,18596,-1445,254,-3010,1
2176,-5144,18868,-1362,362,-3224,1
1648,-4804,18452,-1096,1259,-3889,1
1612,-4796,18548,-1034,1248,-3960,1
1424,-4676,18704,-968,1246,-4186,1
1024,-4636,18860,-1009,1199,-4332,1
808,-4276,18820,-1090,845,-4361,1
656,-4384,18760,-1268,318,-4263,1
932,-4552,18888,-1431,-124,-4211,1
1324,-4636,18832,-1491,-364,-4381,1
1684,-4752,18896,-1482,-403,-4504,1
1824,-4768,18852,-1395,-181,-4464,1
1632,-4712,19048,-766,1441,-3771,1
1696,-4896,19028,-601,1635,-3529,1
1524,-4700,18896,-466,1736,-3440,1
1488,-4576,18692,-460,1654,-3580,1
1344,-4292,18560,-633,1447,-3626,1
1360,-4236,18700,-816,1300,-3650,1
1576,-4416,18772,-834,1132,-3812,1
1484,-4504,18600,-933,1153,-3800,1
1860,-4632,18764,-933,1303,-3820,1
1756,-4684,18644,-943,1651,-3737,1
1076,-4528,18888,-740,1829,-3274,1
920,-4492,19052,-707,1937,-3226,1
820,-4292,19060,-706,2003,-3207,1
1028,-4408,18992,-732,1973,-3183,1
936,-4628,19168,-692,2008,-3173,1
816,-4540,19116,-563,2079,-3100,1
784,-4552,19296,-400,2103,-3012,1
648,-4320,19252,-340,1978,-2907,1
500,-4212,19028,-397,1682,-2824,1
684,-4208,18892,-532,1400,-2842,1
0,-4036,18872,-1352,-279,-4170,1
-160,-3864,18980,-1837,-1182,-4471,1
-148,-4076,19024,-2176,-1916,-4580,1
196,-4272,19116,-2235,-2225,-4535,1
592,-4516,19440,-2087,-2164,-4344,1
936,-4588,19400,-1805,-2027,-4092,1
1208,-4620,19184,-1651,-1885,-3961,1
1564,-4824,18752,-1562,-1587,-4013,1
1944,-4732,18456,-1438,-919,-4062,1
2028,-4760,18660,-1291,-99,-3924,1
1208,-4496,18928,-874,671,-3455,1
1216,-4276,18776,-803,872,-3335,1
1164,-4320,18496,-753,1135,-3046,1
1112,-4276,18520,-749,1368,-2783,1
1004,-4240,18360,-855,1479,-2619,1
1136,-4112,18648,-934,1368,-2640,1
1080,-3968,18888,-987,1212,-2797,1
948,-3984,18880,-1096,959,-2937,1
1004,-4012,19000,-1148,762,-2959,1
1196,-4232,18864,-1180,700,-2861,1
1148,-4648,18996,-724,1414,-3255,1
912,-4364,18860,-800,1299,-3154,1
748,-4248,18664,-980,908,-3107,1
864,-4364,18488,-1266,374,-3151,1
1088,-4336,18444,-1461,-52,-3367,1
1424,-4356,18268,-1657,-322,-3593,1
1732,-4180,18116,-1822,-252,-3850,1
1756,-4124,18420,-1818,-94,-4127,1
1508,-4388,18856,-1772,101,-4060,1
1208,-4516,19092,-1724,54,-3981,1
692,-4236,19152,-485,2360,-3106,1
232,-4260,19264,-528,1989,-3091,1
80,-4416,19304,-756,1321,-3157,1
468,-4364,19344,-885,692,-3247,1
764,-4576,19256,-902,421,-3129,1
1308,-4688,19140,-826,465,-3251,1
1248,-4540,19208,-740,553,-3372,1
1360,-4624,18984,-661,689,-3455,1
1360,-4504,18908,-670,995,-3422,1
1340,-4664,18872,-581,1221,-3193,1
1700,-4528,18552,-661,1216,-3393,1
1616,-4508,18632,-526,1591,-3223,1
1552,-4468,18540,-451,1862,-3117,1
1268,-4424,18564,-457,1973,-3047,1
1040,-4180,18596,-567,1779,-3096,1
968,-4204,18652,-775,1461,-3296,1
964,-4464,18656,-973,1061,-3492,1
1056,-4440,18756,-1119,775,-3590,1
1432,-4516,18668,-1035,871,-3612,1
1580,-4568,18780,-962,1185,-3567,1
1600,-4712,18960,-449,2494,-3506,1
1020,-4636,19068,-440,2534,-3678,1
776,-4340,19100,-519,2242,-3954,1
576,-4228,19044,-634,2011,-4057,1
472,-4360,19092,-717,1885,-4011,1
552,-4272,19068,-745,1916,-3859,1
512,-4332,19140,-631,1975,-3720,1
612,-4476,19144,-513,2101,-3579,1
372,-4400,19192,-332,2029,-3668,1
204,-4388,19192,-365,1884,-3752,1
464,-3944,18836,-301,1347,-3133,1
212,-3712,18752,-419,1605,-3147,1
-12,-3644,18660,-452,1629,-3054,1
-196,-3656,18800,-553,1713,-2949,1
-276,-3716,18900,-651,1703,-2826,1
-416,-3720,19232,-706,1565,-2782,1
-508,-3940,19432,-633,1420,-2833,1
-212,-3924,19364,-491,1360,-2806,1
-180,-3860,18868,-448,1368,-2832,1
-324,-3812,19100,-434,1348,-2961,1
-172,-3584,18596,-783,-181,-2120,1
16,-3600,18544,-942,-470,-2301,1
328,-3560,18468,-1000,-486,-2287,1
612,-3664,18732,-973,-291,-2248,1
828,-3832,18512,-939,-29,-2273,1
748,-3440,18480,-1101,155,-2550,1
492,-3732,18676,-1301,-48,-2730,1
260,-3700,18732,-1591,-429,-3014,1
400,-3848,18664,-1777,-767,-3279,1
584,-3984,18428,-1841,-731,-3396,1
328,-4084,18844,-1695,1338,-2765,1
172,-3924,19148,-1656,1518,-2651,1
-40,-4164,19344,-1591,1575,-2538,1
-60,-4232,19448,-1437,1752,-2338,1
-176,-4380,19292,-1102,2027,-2060,1
-212,-4136,19472,-910,2184,-1798,1
-636,-3992,19444,-934,2101,-1790,1
-940,-3916,19392,-1109,1757,-1880,1
-920,-3968,19380,-1165,1248,-1891,1
-940,-3924,19528,-1174,914,-1790,1
104,-4040,19120,-853,1657,-1441,1
-352,-4052,19164,-838,1678,-1212,1
-572,-3964,19192,-854,1425,-1053,1
-444,-4104,19100,-884,1213,-971,1
-364,-4000,19032,-911,1066,-981,1
-192,-4240,19032,-929,1104,-971,1
-236,-4356,19056,-848,1268,-1016,1
-200,-4256,18912,-664,1429,-974,1
-440,-4128,18984,-636,1356,-1036,1
-672,-4084,19044,-642,1158,-962,1
108,-3800,18688,-1126,1037,-893,1
-168,-3892,18716,-1155,1212,-744,1
-408,-4044,18724,-1142,1235,-532,1
-604,-4068,19116,-1181,1076,-475,1
-552,-4108,19196,-1160,739,-459,1
-348,-4348,19260,-1156,505,-594,1
-388,-4332,19228,-1143,406,-674,1
-420,-4632,19200,-1092,373,-696,1
-452,-4544,18976,-984,420,-682,1
-460,-4332,18944,-963,506,-625,1
1080,-6212,18556,-2485,-513,1790,1
1288,-6504,18532,-2237,-851,1244,1
1676,-6416,18508,-2059,-761,817,1
2072,-6420,18344,-1779,-449,529,1
2072,-6316,18376,-1574,-43,395,1
1964,-6224,18300,-1416,311,391,1
1740,-6212,18492,-1438,627,153,1
1540,-6284,18684,-1310,673,-212,1
1396,-6272,18644,-1268,586,-481,1
1384,-6572,18624,-1198,472,-716,1
1208,-6344,18856,-850,553,-2910,1
1732,-6452,18788,-882,361,-3180,1
1956,-6468,18708,-939,487,-3172,1
2212,-6784,18748,-800,763,-3487,1
2384,-6804,18620,-720,1215,-3662,1
2208,-6624,18900,-611,1553,-3716,1
1940,-6564,18740,-512,1712,-3726,1
1740,-6404,18856,-554,1735,-3981,1
1620,-6456,18872,-572,1838,-4024,1
1776,-6720,18744,-417,2042,-3864,1
1156,-6208,18544,365,2172,-4326,1
860,-6080,18524,388,2365,-4187,1
308,-5744,18600,122,2182,-4122,1
88,-5636,18652,-63,1757,-3996,1
60,-5760,18652,-209,1220,-4028,1
360,-5816,18680,-365,839,-4021,1
452,-6148,18700,-397,591,-4142,1
588,-6168,18676,-350,562,-4237,1
572,-5932,18704,-354,578,-4367,1
600,-5744,18436,-401,532,-4348,1
60,-5312,18512,92,1318,-3617,1
172,-5152,18492,-83,1150,-3451,1
376,-5356,18384,-160,899,-3406,1
716,-5488,18348,-226,736,-3583,1
1140,-5528,18212,-229,911,-3885,1
1136,-5320,18336,-355,1058,-4022,1
1148,-5576,18440,-289,1389,-3881,1
1088,-5796,18536,-74,1979,-3518,1
1160,-5772,18540,138,2557,-3398,1
988,-5372,18672,192,2918,-3355,1
616,-5540,18848,-136,1866,-4159,1
544,-5452,18992,-31,2078,-4074,1
640,-5300,18692,70,2339,-3953,1
432,-5284,18776,79,2408,-3782,1
276,-5344,18708,116,2608,-3772,1
132,-5284,18660,48,2419,-3882,1
116,-5396,18436,-9,2222,-4239,1
-196,-5080,18396,-187,1821,-4551,1
-60,-5096,18760,-334,1651,-4793,1
96,-5032,18688,-348,1649,-4697,1
-1240,-4636,19132,-343,1128,-4450,1
-1388,-4628,19132,-454,719,-4465,1
-1364,-4640,19304,-502,368,-4276,1
-1056,-4476,19168,-471,16,-4123,1
-836,-4796,19036,-489,-192,-3906,1
-424,-4760,19020,-424,-415,-3863,1
60,-4888,19028,-413,-476,-3798,1
560,-4800,18696,-400,-209,-3763,1
1236,-4860,18552,-306,569,-3453,1
1548,-5160,18424,-271,1697,-3210,1
-1116,-4440,19220,82,1586,-2980,1
-1128,-4472,19264,71,1086,-3063,1
-1024,-4572,19200,-7,433,-3234,1
-844,-4468,18976,-112,-101,-3485,1
-420,-4596,18648,-57,-129,-3426,1
356,-4564,18420,-93,743,-3101,1
280,-4708,18264,-21,1852,-2533,1
-228,-4480,18644,50,2867,-2221,1
-1256,-4276,18784,-55,3133,-2064,1
-1940,-4040,18876,-119,2866,-2153,1
-108,-4324,18956,-308,312,-2742,1
-212,-4500,19100,-314,307,-2840,1
-156,-4540,19008,-174,379,-2751,1
-112,-4304,19060,-207,435,-2811,1
-384,-4156,19096,-270,317,-3002,1
-592,-4060,19140,-251,42,-3082,1
-560,-4368,19104,-242,-368,-3247,1
-372,-4392,18884,-226,-492,-3450,1
-220,-4368,18768,-177,-524,-3474,1
-228,-3976,18748,-240,-353,-3241,1
-232,-4232,18816,-598,-889,-3389,1
-52,-4096,18800,-593,-941,-3496,1
-212,-4072,18892,-532,-945,-3452,1
176,-3868,18864,-459,-712,-3336,1
656,-3992,18756,-383,-235,-2970,1
496,-3720,18756,-392,75,-2846,1
404,-4008,18624,-504,117,-2804,1
400,-4128,18892,-532,-17,-2955,1
268,-4040,18748,-548,-171,-3159,1
212,-3900,18844,-529,-227,-3177,1
336,-4044,18952,-538,1020,-2461,1
20,-3720,18820,-585,1094,-2340,1
-160,-3960,18964,-647,842,-2493,1
-244,-4004,18980,-712,552,-2611,1
216,-3976,18912,-666,493,-2612,1
628,-3940,18728,-672,868,-2480,1
256,-3748,18768,-591,1091,-2344,1
412,-3752,18848,-646,1215,-2275,1
340,-3952,18836,-755,1196,-2370,1
432,-3932,18996,-828,1156,-2519,1
-600,-3948,19020,-948,2096,-2380,1
-744,-3964,18980,-965,1877,-2492,1
-604,-4196,19068,-903,1740,-2466,1
-536,-4036,19328,-918,1662,-2480,1
-576,-4228,19176,-831,1537,-2484,1
-420,-4004,19112,-728,1675,-2520,1
-776,-3948,19100,-749,1575,-2476,1
-1104,-3832,19176,-814,1392,-2513,1
-984,-3952,19196,-928,1079,-2575,1
-820,-4164,18920,-916,1017,-2574,1
-1084,-3972,19004,-896,1092,-2302,1
-1200,-3860,18916,-828,989,-2125,1
-1196,-3956,19056,-817,739,-1926,1
-708,-4004,18888,-697,740,-1773,1
-300,-3848,18644,-611,939,-1692,1
-496,-3572,18592,-803,1002,-1731,1
-660,-3508,18468,-974,696,-1853,1
-284,-3624,18504,-1227,585,-1949,1
-112,-3916,18404,-1408,706,-2072,1
-32,-3956,18604,-1461,902,-2293,1
-104,-4172,18316,-1603,1789,-4464,1
156,-4256,18572,-1852,1807,-4715,1
-216,-4452,18416,-1934,1610,-4947,1
-592,-4528,18640,-1887,1500,-5218,1
-1188,-4244,18616,-2050,1287,-5214,1
-1720,-4248,18764,-2246,834,-5444,1
-2192,-4144,19008,-2411,-109,-5511,1
-2380,-4252,19132,-2501,-1110,-5642,1
-2204,-4328,19180,-2575,-1943,-5630,1
-2208,-4696,19072,-2673,-2712,-5677,1
-2524,-4760,19804,-1570,1824,-1765,1
-2552,-4832,19832,-1455,1667,-1581,1
-2676,-5104,19740,-1313,1420,-1246,1
-2640,-4984,19596,-1240,1367,-1016,1
-2764,-4920,19680,-1096,1059,-911,1
-2728,-4984,19528,-1000,817,-713,1
-2484,-4752,19520,-1006,565,-559,1
-2504,-4916,19168,-1000,234,-417,1
-2288,-4888,19248,-1123,48,-390,1
-1996,-4884,19372,-1175,-99,-406,1
1368,-5880,19124,-467,-444,-2222,1
1236,-5776,19392,-390,-614,-2489,1
1460,-5640,18928,-539,-687,-2485,1
1592,-5772,19000,-524,-771,-2536,1
1708,-5892,18936,-499,-879,-2583,1
1972,-5784,18796,-513,-880,-2749,1
2032,-5832,18692,-484,-889,-2963,1
2076,-6032,18940,-420,-913,-3161,1
2044,-5872,18756,-317,-916,-3385,1
2112,-5860,18956,-281,-991,-3621,1
3548,-5876,18252,-928,-412,-6508,1
3676,-5664,18248,-984,-162,-6709,1
3556,-5524,18124,-1032,224,-6742,1
3512,-5588,18152,-1137,583,-6889,1
3552,-5432,18300,-1273,974,-6904,1
3524,-5912,18524,-1160,1025,-7190,1
3572,-5736,18392,-1206,1517,-7316,1
3440,-5780,18392,-1219,1561,-7566,1
3488,-5740,18420,-1518,1202,-8890,1
3716,-5456,18188,-1863,1541,-9664,1
2080,-5320,18428,-908,1379,-7571,1
2264,-5208,18560,-945,1692,-7274,1
1932,-5392,18692,-836,1951,-6825,1
1880,-5372,18788,-709,2106,-6622,1
1636,-5328,18952,-590,1846,-6542,1
1504,-5172,19052,-686,1475,-6434,1
1496,-5296,19024,-603,1214,-6346,1
1476,-5284,18764,-578,973,-6093,1
1844,-5376,18480,-611,921,-5948,1
1952,-5148,18592,-637,819,-5961,1
2096,-5048,19264,-287,2128,-4807,1
1932,-4908,19164,-179,2254,-4574,1
1812,-4812,18836,-83,2216,-4245,1
1928,-4796,18808,-4,2195,-3972,1
2532,-4656,18516,-43,2154,-3954,1
2424,-4520,18216,-255,2148,-4137,1
2356,-4296,17868,-445,1966,-4228,1
2648,-4312,17676,-564,1982,-4358,1
3084,-4540,17876,-606,2387,-4441,1
3056,-4320,17772,-742,2782,-4531,1
1488,-4336,18988,-527,1570,-4526,1
1176,-3940,19060,-600,1419,-4453,1
792,-4136,19152,-653,866,-4399,1
980,-4296,19044,-684,445,-4306,1
1340,-4308,18828,-772,-1,-4310,1
1752,-4516,18576,-773,-224,-4490,1
2344,-4364,18516,-766,-78,-4633,1
2628,-4188,18308,-708,431,-4590,1
2688,-3944,18324,-757,1034,-4398,1
2376,-3860,18456,-848,1455,-4425,1
2116,-4304,18712,-1126,1126,-4489,1
2500,-4228,18660,-1169,1265,-4303,1
2820,-4580,18576,-1110,1531,-4414,1
2804,-4532,18528,-1028,1710,-4683,1
2516,-4364,18440,-1008,1918,-4597,1
1820,-4164,18372,-1096,1970,-4633,1
1548,-4136,18488,-1260,1733,-4522,1
1720,-4420,18416,-1330,1518,-4655,1
1684,-4480,18504,-1368,1470,-4793,1
1688,-4496,18704,-1366,1537,-4716,1
1072,-4168,19104,-1182,1742,-3757,1
968,-4288,18920,-1112,1742,-3699,1
680,-4044,18900,-1150,1547,-3797,1
508,-3692,19004,-1331,1081,-3880,1
500,-3868,18916,-1575,422,-4309,1
444,-4024,19124,-1777,-117,-4568,1
548,-4200,19332,-1743,-346,-4542,1
212,-4180,19140,-1720,-509,-4319,1
-8,-4032,19016,-1637,-832,-4211,1
-64,-3812,18712,-1715,-1270,-4013,1
2632,-4312,18316,-2124,850,-4093,1
2272,-4440,18668,-2067,1504,-4190,1
1480,-4492,19136,-1879,2007,-3998,1
852,-4716,19100,-1584,2113,-3797,1
484,-4708,19228,-1377,2016,-3754,1
-104,-4448,19312,-1301,1496,-3845,1
-232,-4204,19044,-1317,998,-3638,1
-140,-4232,19092,-1373,560,-3474,1
248,-4268,18772,-1420,362,-3155,1
376,-4212,18500,-1446,219,-2977,1
908,-4532,19444,-1916,84,-954,1
840,-4612,19700,-1796,317,-1038,1
324,-4620,19860,-1681,230,-943,1
-68,-4604,19924,-1499,58,-729,1
-320,-4620,19856,-1552,-191,-577,1
-288,-4508,20004,-1439,-383,-388,1
60,-4432,20120,-1388,-431,-74,1
356,-4748,20160,-1289,-458,187,1
592,-4684,19960,-1196,-776,302,1
1056,-4884,20040,-1119,-860,47,1
-1036,-5532,18548,-659,-280,-1761,1
-1120,-5248,18680,-665,-265,-1695,1
-960,-5300,18716,-634,-263,-1738,1
-1116,-5476,18784,-527,-253,-1869,1
-1116,-5260,18592,-508,-231,-1828,1
-956,-5168,18484,-566,-14,-1685,1
-1196,-4796,18476,-754,141,-1396,1
-1328,-4916,18396,-882,104,-1192,1
-1424,-5048,18500,-1001,35,-1186,1
-1220,-5108,18656,-1150,-136,-1282,1
-1076,-5564,19020,-1270,-661,-1704,1
-968,-5708,18972,-1147,-644,-1628,1
-788,-5676,18860,-952,-563,-1592,1
-848,-5884,18924,-735,-406,-1530,1
-868,-5320,19116,-660,-311,-1643,1
-932,-5572,18860,-657,-312,-1706,1
-676,-5540,18808,-681,-339,-1686,1
-676,-5380,18936,-711,-488,-1841,1
-568,-5400,18920,-793,-616,-2093,1
-732,-5724,18936,-872,-864,-2291,1
464,-5936,18860,-428,-768,-3245,1
400,-5736,18824,-343,-465,-3271,1
556,-5652,18668,-251,-98,-3222,1
452,-5604,18368,-240,112,-3306,1
488,-5384,18356,-274,409,-3485,1
356,-5368,18200,-365,644,-3680,1
504,-5300,18016,-314,1186,-3694,1
204,-5168,18052,-186,2007,-3303,1
24,-5020,18104,65,2746,-2994,1
-356,-4904,18244,169,2978,-2828,1
-868,-4832,18820,-155,1510,-3540,1
-944,-4756,18732,-245,1492,-3421,1
-952,-4744,18908,-300,1206,-3497,1
-1212,-4776,19004,-380,1025,-3469,1
-956,-4772,18976,-517,699,-3297,1
-880,-4872,19136,-572,427,-3167,1
-760,-5000,19232,-638,282,-3114,1
-524,-5144,19104,-641,130,-3315,1
-532,-5364,19152,-601,32,-3726,1
-588,-5444,19200,-581,-48,-3861,1
360,-5404,18980,-265,-411,-3816,1
560,-5424,19024,-216,-277,-3825,1
528,-5228,18984,-254,-118,-3901,1
432,-5264,19068,-277,108,-3826,1
404,-5188,18860,-242,236,-3603,1
376,-5132,18660,-252,243,-3609,1
352,-5088,18676,-357,15,-3867,1
216,-5040,18680,-624,-319,-4259,1
368,-5056,18988,-864,-544,-4521,1
340,-5024,18956,-997,-775,-4680,1
124,-4572,18764,-556,392,-4349,1
20,-4908,18908,-488,326,-4224,1
152,-5248,18856,-347,433,-4111,1
164,-4956,18888,-257,555,-3982,1
96,-4620,18668,-350,557,-3956,1
-232,-4644,18568,-486,302,-3937,1
-88,-4456,18500,-607,91,-4048,1
-352,-4480,18744,-745,-235,-4120,1
-264,-4480,18540,-841,-469,-4161,1
-364,-4488,18756,-812,-657,-4139,1
624,-4664,19080,-510,726,-3241,1
600,-4696,19052,-520,672,-3313,1
748,-4680,19184,-466,680,-3234,1
668,-4780,19124,-364,794,-3197,1
856,-4768,18816,-240,884,-3080,1
1024,-4572,18624,-283,1013,-3162,1
876,-4632,18332,-395,1084,-3330,1
692,-4572,18504,-538,1210,-3555,1
604,-4612,18696,-636,1172,-3675,1
576,-4552,18916,-634,1305,-3701,1
476,-4608,19172,-558,705,-3644,1
644,-4444,18796,-632,541,-3782,1
776,-4580,18752,-710,572,-4061,1
948,-4684,18896,-778,710,-4124,1
792,-4396,19108,-777,1078,-4003,1
596,-4408,19228,-680,1276,-3738,1
304,-4392,19128,-645,1229,-3585,1
308,-4416,19032,-700,1027,-3580,1
340,-4056,18772,-861,719,-3919,1
0,-4344,19116,-1059,148,-4130,1
1396,-4652,19040,-919,199,-3311,1
1336,-4752,18936,-803,429,-3169,1
1268,-4532,19120,-720,465,-3176,1
1428,-4636,19100,-777,437,-3196,1
1320,-4812,19016,-712,247,-3316,1
1240,-4644,19024,-697,66,-3349,1
1508,-4632,18752,-713,-68,-3465,1
1944,-4764,18572,-725,233,-3555,1
2056,-4400,18372,-763,638,-3535,1
1908,-4544,18372,-704,1001,-3514,1
